% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=202306, Fri Dec  1 04:21:29 2017
1 12 0.918886468279 1.0 -2.09880270867 -2.0988027086745631e+00 -0.862880276713 -1.02970638879 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 23 0.932460630399 1.06216856284 -2.09880270867 -1.0628368242674897e+00 -0.750444209503 0.0 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
3 34 0.903794197276 1.14995823973 -2.09880270867 -1.3507338983625967e+00 -1.05072590229 -0.760508564253 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
4 45 0.852631584983 1.17638375429 -2.09880270867 -7.5193938719957254e-01 -0.340554871831 -0.106914448902 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
5 56 0.825110543517 1.20589082946 -2.09880270867 -1.0478177372092312e+00 -0.365911542581 -1.74096052522 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
6 67 0.814380228611 1.23029587514 -2.09880270867 -9.6844203593696843e-01 -0.943281551015 -0.396575387919 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
7 78 0.820222511954 1.22787434719 -2.09880270867 -1.8114856604498830e+00 -0.0680511589575 -0.251693086761 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
8 89 0.769262333596 1.25072625096 -2.09880270867 -1.8629318220517999e+00 -1.65135765398 -1.1764469714 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
9 100 0.754319938173 1.27872962602 -2.09880270867 -1.3319574220641066e+00 -0.450019314912 -0.603429073179 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
10 111 0.759713587361 1.29934132094 -2.09880270867 -1.4798179926649113e+00 -0.815106209836 -0.481760627667 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
11 122 0.710002188243 1.36015282631 -2.09880270867 -1.6276315293673558e+00 -0.124981352079 -0.428379987324 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
12 133 0.662168036707 1.37341659676 -2.09880270867 -9.8541147177765831e-01 -0.71431524867 -0.322125519848 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
13 144 0.599676993473 1.38196095014 -2.09880270867 -1.4988618476870570e+00 -0.590290111152 -0.802793611748 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
14 155 0.587654618927 1.38441169128 -2.09880270867 -8.3915720378409109e-01 -0.526035936063 -0.459763695984 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
15 166 0.551304764978 1.38004820082 -2.09880270867 -1.4838349127075101e+00 -0.706594502444 -0.722583488877 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
16 177 0.487006708412 1.41428605387 -2.09880270867 -1.8490649261287364e+00 -0.750358659186 -0.872629186784 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
17 188 0.459019051699 1.4176469945 -2.09880270867 -1.0601991138251370e+00 -1.02092836838 -0.691990632776 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
18 199 0.425777917477 1.43791553582 -2.09880270867 -1.6475001637812867e+00 -0.816473482747 -0.312020640276 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
19 210 0.410613158678 1.43980751439 -2.09880270867 -1.4568262379705974e+00 -1.03483771673 -0.774244707605 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172 2.2197162172
