% # iter+eval+sigma+0+fitness+xbest, seed=183862, Fri Dec  1 01:35:50 2017
1 9 0.852679339848 0 -2.46447006227 -2.62921290935 0.00193394953226 2.0445077805 -0.55541786835
2 17 0.75317073452 0 -2.48411844453 -1.2740742882 1.1621590766 0.175561568396 0.769653349695
3 25 0.776478705506 0 -2.1697103645 -2.66028170029 -0.221588409357 -0.549011152406 1.91900256503
4 33 0.767431145465 0 -2.47526587909 -3.0 -2.04056186641 0.0353911169581 0.0767881717663
5 41 0.742324620366 0 -2.43740700721 -0.57037087241 -0.786677984633 -1.39758113368 0.766623720521
6 49 0.652960046206 0 -2.42021304294 -2.38062593816 -0.39702972797 0.693692430908 -1.16194138449
7 57 0.693536275554 0 -2.00374351667 -3.0 0.735693126783 0.260647686198 1.24107367355
8 65 0.716513779158 0 -2.05915422364 -1.94620094795 1.19100748341 -0.359468473593 -1.46372325467
9 73 0.657049093185 0 -2.37232828249 -0.92974945216 -0.0177365895819 -1.33322172028 -0.415445282927
10 81 0.741870455752 0 -2.16360621938 -0.601799459108 2.52383523964 -0.854144687699 0.664913909848
11 89 0.641942368586 0 -2.10889905392 -1.01514981661 0.402592192624 -1.32628627942 0.64891768681
12 97 0.605926449785 0 -2.29644111122 -0.215588638111 1.21722021203 -0.92731805277 0.808535305759
13 105 0.538430545154 0 -2.47119880866 -0.338818591202 0.640746231545 -0.26532553224 0.134352492524
14 113 0.581711069256 0 -2.47520575627 -0.25336817554 1.16270601881 0.405229032801 -0.42114545985
15 121 0.624711973697 0 -2.20601397379 0.543697448355 0.265761379074 0.0924478584572 -0.616772020662
16 129 0.592034213968 0 -2.55972419394 -0.178320597759 -0.850669380186 0.702197378998 0.0410209556077
17 137 0.605003476533 0 -2.39088781878 0.387461039241 -0.979178498932 -0.171285014286 0.215188487905
18 145 0.613478927842 0 -2.34727122133 0.910209733785 -1.86382202157 -1.0578103958 1.45593640238
19 153 0.585862764149 0 -2.38236070157 0.881920082347 -1.2742759034 -1.02371684322 0.193286650017
20 161 0.549786422804 0 -2.22332731323 0.028082118681 -1.38222244542 0.46257176147 0.53759135688
21 169 0.597360347842 0 -2.3351580463 0.391715600489 0.174653362886 0.952146699873 0.140219314285
22 177 0.628667563 0 -2.61970586406 0.280372603471 0.959301250481 1.76837844077 0.197237296142
23 185 0.642295310119 0 -2.53979714436 -0.795234514285 -0.0701457057207 1.11930138953 0.0803434037268
24 193 0.497619298092 0 -2.73084164784 0.135180954154 -0.00437511757556 0.814786285191 0.165949916067
25 201 0.426134282797 0 -2.45075955049 -0.275479318152 -1.0533695438 0.762859395863 0.174105251134
