%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=362115, Sat Dec  2 22:43:39 2017
0 1 1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
1 12 0.942550713451 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 23 0.910809060483 1.06632237049 0.984262323196 0.984262323196 0.984262349746 0.984262363407 0.984262395939 0.984262486855 0.984262531412 0.984262561168 0.985856380647 0.988692843279 0.996637268933 1.0265617204 1.06632237049
3 34 0.920640741233 1.07398149237 0.968772489164 0.968772489164 0.968772628397 0.968790795974 0.969429944734 0.970138027003 0.973358712165 0.975986187743 0.978428365125 0.997041943975 1.01849495166 1.04427854895 1.07398149237
4 45 0.904179902818 1.10918579735 0.95362846579 0.95362846579 0.955463850529 0.956964750465 0.961151788087 0.963094546327 0.970436660457 0.979660625739 0.987284841835 1.00169451543 1.00830129317 1.05437425046 1.10918579735
5 56 0.837343432982 1.12117370674 0.941311134835 0.941311134835 0.943346783121 0.944689894602 0.947409574386 0.95218816926 0.960333818978 0.971936673893 0.987556726757 0.99769276751 1.02054563295 1.06602079518 1.12117370674
6 67 0.773735536118 1.1299663022 0.929111421217 0.929111421217 0.932629355464 0.933710422104 0.942697512364 0.951370418317 0.960063517571 0.978075099135 0.985214422508 0.993951907145 1.01421158793 1.06747300115 1.1299663022
7 78 0.724666547256 1.13857920824 0.920478513403 0.920478513403 0.923558242724 0.931536733223 0.937832688026 0.938797459384 0.94838206412 0.965374103741 0.979749857593 0.984692476149 1.02349225268 1.0581735985 1.13857920824
8 89 0.650679249034 1.14677075374 0.90812792557 0.90812792557 0.915294355863 0.918283767575 0.926118824972 0.927126106393 0.940969398 0.952628028053 0.974675247044 0.999633118432 1.01153765696 1.06639209206 1.14677075374
9 100 0.644047137583 1.14675478878 0.900046291244 0.900046291244 0.903429017938 0.907633994131 0.91241586224 0.91922663405 0.931027907611 0.951620731911 0.961829926523 0.996471495415 1.01216850418 1.06361532318 1.14675478878
10 111 0.631483281742 1.14940606722 0.888685053956 0.888685053956 0.893776110258 0.900515587456 0.90646755677 0.919883176681 0.929117203742 0.952071362501 0.970474617008 0.993123970569 1.01946590017 1.07479363849 1.14940606722
11 122 0.58558149592 1.14154895254 0.880575340312 0.880575340312 0.88137811978 0.8882839002 0.899137864004 0.909830164327 0.943536182425 0.964270215796 0.971027696535 0.997852372994 1.02404870682 1.07236618379 1.14154895254
12 133 0.610143530236 1.12766290283 0.870231087755 0.870231087755 0.877983895378 0.881896366276 0.893219316184 0.908249856777 0.937208591276 0.953344367245 0.960489544784 0.996609843317 1.01825866796 1.07669314466 1.12766290283
13 144 0.625296549848 1.11301100886 0.86575216811 0.86575216811 0.87001362131 0.881733773203 0.891747593355 0.920047563252 0.926402047052 0.950290400949 0.960088435098 0.986076779229 1.04523935275 1.10536295133 1.11301100886
14 155 0.619350807584 1.15416611548 0.854242091533 0.854242091533 0.865831712609 0.87683474344 0.883281254521 0.910068082253 0.916415305488 0.941337246112 0.951830032989 0.979161535891 1.03518799628 1.10078152963 1.15416611548
15 166 0.61464172175 1.1819871879 0.841877591756 0.841877591756 0.860359997523 0.867803184224 0.875264279826 0.900965511825 0.9121624319 0.928531976455 0.94359956296 0.965420524779 1.0253719812 1.09533973914 1.1819871879
16 177 0.58860131338 1.18211830383 0.828931966007 0.828931966007 0.848589131917 0.85847262017 0.866771346664 0.895374214294 0.90443321943 0.91844579564 0.947803395182 0.957742458043 1.06856730591 1.08609415025 1.18211830383
17 188 0.569903217794 1.17579149507 0.82561583403 0.82561583403 0.838437460563 0.849466283352 0.857854447057 0.887987896448 0.895620583839 0.908621273319 0.93973763932 0.956002590007 1.06360100983 1.08859028652 1.17579149507
18 199 0.551834422476 1.16455190175 0.817347669757 0.817347669757 0.829668578319 0.841551340615 0.851263497867 0.876811941645 0.893832817251 0.905042413426 0.926996816523 0.98782192026 1.06681389476 1.08586391509 1.16455190175
19 210 0.54762598193 1.15596042752 0.805500728493 0.805500728493 0.819464684818 0.830310629453 0.842046884479 0.872019885221 0.885706526606 0.907315792576 0.940522875341 0.985687263428 1.05896398622 1.09240651555 1.15596042752
