% # columns="iteration, evaluation, void, void, void, xmean", seed=223880, Fri Dec  1 02:15:13 2017 # scaling_of_variables: 2.1 2.1 2.1 2.1 2.1 2.1, typical_x: 0
0 0 0 0 0 0.714285714286 0.47619047619 0.952380952381 0.0 0.714285714286 -0.47619047619
1 10 0 0.0 nan 0.655895123563 0.167207138389 0.904993330267 0.471295466032 -0.252493189195 -0.978848261796
2 19 0 0.0 nan 0.539690524015 0.921083486527 0.781752733889 0.972028169531 -0.599804260867 -0.621575304342
3 28 0 0.0 nan 1.32179843892 0.428159491351 0.444629467394 0.607379850967 -1.57522425865 -1.11006409197
4 37 0 0.0 nan 1.79580005398 0.110493348864 0.541917654175 0.358383909669 -1.30858237714 -0.581551414604
5 46 0 0.0 nan 1.7894269591 0.192724827295 0.608234433673 0.32165682447 -1.44372157891 -0.204191829563
6 55 0 0.0 nan 1.44148240507 0.059874367181 0.651732561751 0.165495848218 -1.29319418517 0.109102088869
7 64 0 0.0 nan 1.26774983342 0.214981618457 0.361383538794 0.116398988935 -0.994520293419 -0.158745301243
8 73 0 0.0 nan 0.82327015885 0.150916134279 0.538944465365 0.360513905482 -1.09911646308 -0.256703865694
9 82 0 0.0 nan 0.624043486512 0.164085960256 0.180354153542 0.327995086658 -1.36362463369 0.0242565203758
10 91 0 0.0 nan 0.980768161025 -0.0021556639151 0.111788764431 0.0862910693927 -1.53474037043 0.105338762078
11 100 0 0.0 nan 0.872484932516 -0.090114595944 -0.0164229865712 0.324672790896 -1.67853177945 -0.108047736518
12 109 0 0.0 nan 1.07891913893 0.0605882294076 0.170419960112 0.305886335158 -1.54261148015 -0.0259078541275
13 118 0 0.0 nan 1.07055471556 -0.0425703961389 0.243883930683 0.22437725747 -1.22238868903 0.210709732202
14 127 0 0.0 nan 1.11871618726 -0.121788009279 -0.130782639022 0.0889399047883 -1.34855268783 0.134541405269
15 136 0 0.0 nan 1.16126068978 -0.248583460709 0.0153604284902 0.0446018365325 -1.23738351029 0.0490631286749
16 145 0 0.0 nan 1.11208768639 -0.247209159432 -0.0130931858163 -0.12613779015 -1.01885475789 0.06561130181
17 154 0 0.0 nan 1.2716289004 -0.105256471619 -0.0184592795941 -0.0505856872306 -1.08296979472 -0.08407071016
18 163 0 0.0 nan 1.18537321923 -0.207009882004 0.114396493198 0.0302163462216 -1.13583592458 -0.0404279054901
19 172 0 0.0 nan 1.41938361106 -0.22882772228 0.321193292585 -0.104630713757 -0.983731755815 -0.194773788615
20 181 0 0.0 nan 1.32185959474 -0.112376139285 0.341532784697 -0.124944308814 -0.845165173669 -0.229184838311
21 190 0 0.0 nan 1.28741619855 -0.0247353613214 0.414350551874 -0.213722540309 -0.767093393416 -0.261696954968
22 199 0 0.0 nan 1.15689242489 0.0370120540288 0.351136740899 -0.213944643957 -0.644781941403 -0.154415936137
23 208 0 0.0 nan 1.19164462413 -0.0271742470519 0.054099446448 0.0576616953857 -0.904609520289 -0.116621974306
